payor_plan_id,payor_plan,payor_plan_var
5510001,HEALTH PLAN OF SAN JOAQUIN (CA),
1950001,HEALTH PLAN SAN MATEO (CA),
6000001,HEALTH PLAN SELECT (GA),
24300001,HEALTH PLANS INC-ESI,
24300002,HEALTH PLANS INC-PHARMACARE,
4720066,HEALTH PLUS ADVANTAGE (NY),
6140903,HEALTH PLUS EES (NY),
6140890,HEALTHPLUS FAMILY HLTH PLUS (NY),
6140901,HEALTHPLUS HEALTH CARE PLUS (NY),
90076,HEALTHPLUS MED ADV GENERAL(MI),
6140914,HEALTH PLUS MED ADV GNRL (NY),
90074,HEALTHPLUS (MI),
4190001,HEALTH PLUS OF LOUISIANA (LA),
2240008,HEALTHPLUS PARTNERS (MI),
90077,HEALTHPLUS PPO (MI),
90081,HEALTHPLUS UNSPEC,
6120002,HEALTHREACH PPO (OH),
36110055,HEALTH REPUBLIC INS HIX GNRL,
12410001,HEALTH RIGHT (DC),
41120001,HEALTHSELECT OF TEXAS ERS (TX),
4780006,HEALTH SHARE CARE OREGON CCO(OR),
2890018,HEALTH SHARE PROVIDENCE CCO (OR),
10190001,HEALTH SHARE TUALITY CCO (OR),
20290003,HEALTHSMART BENEFIT SOLNS WV,
20290001,HEALTHSMART BENEFIT SOLUTIONS,
20290004,HEALTHSMART BENEFITS SOLTNS,
7001370002,HEALTHSMART RX PLAN 0002,
7001370003,HEALTHSMART RX PLAN 0003,
7001370005,HEALTHSMART RX PLAN 0005,
7001370006,HEALTHSMART RX PLAN 0006,
7001370007,HEALTHSMART RX PLAN 0007,
7001370008,HEALTHSMART RX PLAN 0008,
7001370009,HEALTHSMART RX PLAN 0009,
7001370001,HEALTHSMART RX (PROC-UNSP),
7001040001,HEALTHSOURCE RX (PROC-UNSP),
36090016,HEALTHSPAN HIX HMO GNRL,
36090020,HEALTHSPAN HMO (OH),
36090013,HEALTHSPAN MED ADV GNRL (OH),
18040002,HEALTHSPAN PREFERRED (OH),
4010005,HEALTHSPRING (AL),
4019999,HEALTHSPRING/BRAVO UNSPECIFIED,
4010006,HEALTHSPRING MEDICARE DISC CARD,
4010001,HEALTHSPRING (TN),
6380001,HEALTHSTAR,
20980003,HEALTHSUN MED ADV GNRL (FL),
34280001,HEALTHTRANS ACCESS DISCOUNT CARD,
7002130003,HEALTH TRANS LLC PLAN 0003,
7002130004,HEALTH TRANS LLC PLAN 0004,
7002130005,HEALTH TRANS LLC PLAN 0005,
7002130006,HEALTH TRANS LLC PLAN 0006,
7002130007,HEALTH TRANS LLC PLAN 0007,
7002130010,HEALTH TRANS LLC PLAN 0010,
7002130012,HEALTH TRANS LLC PLAN 0012,
7002130013,HEALTH TRANS LLC PLAN 0013,
7002130017,HEALTH TRANS LLC PLAN 0017,
7002130019,HEALTH TRANS LLC PLAN 0019,
7002130021,HEALTH TRANS LLC PLAN 0021,
7002130028,HEALTH TRANS LLC PLAN 0028,
7002130029,HEALTH TRANS LLC PLAN 0029,
7002130030,HEALTH TRANS LLC PLAN 0030,
7002130036,HEALTH TRANS LLC PLAN 0036,
7002130037,HEALTH TRANS LLC PLAN 0037,
7002130042,HEALTH TRANS LLC PLAN 0042,
9650006,HEALTHWAVE/FIRST GUARD (KS),
6140900,HEALTHY BLUE (LA),
36030016,HEALTHYCT HIX PPO GNRL,
7090002,HEALTHY GENERATIONS (CA),
120241,HEALTHY LIVING HMO ZERO (AZ),
10110001,HEALTHY MAINE PRESCRIPTIONS (ME),
660103,HEALTHY OPTIONS-HUSKY (CT),
20020008,HEALTHY PREMIER HIX GNRL,
7810001,HEALTHY START PROGRAM (MA),
20020002,HEALTHY U (UT),
38230001,HEARTHSIDE FOOD SOLUTIONS,
11450001,HEARTLAND BANK AND TRUST COMPANY,
18470001,HEARTLAND HEALTH OUTREACH (IL),
5680001,HEARTLAND HEALTH PLAN OF OK (OK),
8700019,HEARTLAND HOSPICE,
3820003,HEARTLINE PLUS (SD),
33620001,HEART PLUS CARD,
19970001,HEB/HE BUTT GROCERY COMPANY,
47190001,HELMERICH & PAYNE INC,
40730001,HELP ALL DRUG DISCOUNT CARD,
36760008,HELP RX,
24320001,HENKEL CORPORATION,
35300001,HENKELS AND MCCOY,
37050001,HENNEPIN COUNTY (MN),
4140010,HENNEPIN HEALTH (MN),
27250001,HENNIGES AUTOMOTIVE,
23640001,HENRY COUNTY HEALTH SYSTEM (IA),
44960001,HERC RENTALS,
16420001,HERCULES INC,
6280138,HEREIU CULINARY HEALTH FUND (NV),
6280011,HEREIU HOTEL RESTAURANT EMPLOYEE,
6280076,HEREIU LOCAL 54 (NJ),
200515,HERITAGE,
24420001,HERITAGE CONSULTANTS INC,
43340001,HERITAGE HOME GROUP,
200517,HERITAGE POS,
200513,HERITAGE PPO (IL),
11440001,HERMAN MILLER INC (MI),
36929999,HERMANN HEALTH SOLUTION UNSPEC,
29380001,HERR FOODS INC,
33990001,HERSHEY CO,
44180001,HERTZ,
25310001,HESS CORPORATION,
10820001,HEWITT ASSOCIATES,
6430001,HEWLETT PACKARD RETIREES,
13920001,HEXCEL CORPORATION,
9000001,HEXION SPECIALTY CHEMICALS,
30210001,HIBU INC,
11650008,HIGH DESERT INLAND EMP TRUST(CA),
23290001,HIGH INDUSTRIES INC,
31890001,HIGHLANDS WELLMONT HLTH NTWK,
11570060,HIGHMARK BCBS BLUE CARE IPA (DE),
11570061,HIGHMARK BCBS BLUECHOICE PPO(DE),
11570001,HIGHMARK BCBS PPOBLUE (PA),
11570002,HIGHMARK KEYSTONE BLUE HMO (PA),
11570035,HIGHMARK MED D GENERAL,
11570041,HIGHMARK MED D GENERAL (PA),
11570040,HIGHMARK MED D GENERAL (WV),
11570008,HIGHMARK SELECTBLUE (PA),
11579999,HIGHMARK UNSPECIFIED,
11570059,HIGHMRK BCBS BLUE SELECT POS(DE),
11570011,HIGHMRK BLUE SHIELD PPOBLUE (PA),
28570001,HIGHWAY PATROL RETMNT SYS (OH),
41630001,HILCORP,
46810001,HILLIARD CITY SCHOOLS (OH),
36740001,HILL-ROM,
37200001,HILLSBOROUGH CNTY HLTH PLAN (FL),
25840001,HILTON HOTELS CORPORATION,
29680001,HINES INTERESTS LTD PARTNERSHIP,
259999,HIP/CONNECTICARE UNSPEC,
33220001,HIPIOWA HRP (IA),
8670030,HIP MED ADV GNRL (NY),
8670029,HIP MED D GNRL (NY),
8670039,HIP MEDICAID (NY),
250021,HIP MED PDP GENERAL (NY),
250006,HIP PART D STANDARD (NY),
8670027,HIP PRIME (NY),
8950001,HIRSP WISCONSIN (WI),
31480001,HI STATE TEACHERS VEBA (HI),
41170001,HITACHI AUTOMOTIVE SYS,
41170002,HITACHI DATA SYSTEMS,
6280431,HI TMSTRS HLTH WELFARE FUND (HI),
23760032,HLTH CHOICE INTEGRATED CARE (AZ),
4390030,HLTHFIRST ABSOLUTECARE FIDA (NY),
9250005,HLTH FRST MED ADV GENERAL (FL),
9250013,HLTH FRST MED PDP GENERAL (FL),
34690001,HLTH OF THE MENNONITE HOSP (PR),
499999,HLTH PLAN UPPER OH VLY UNSPEC,
30520001,HMA/HLTHCARE MGT ADMINSTRATORS,
12870001,HMO BLUE (MA),
12610008,HMO BLUE (NM),
11680002,HMO BLUE POS (ID),
12610004,HMO BLUE (TX),
6630001,HMO HEALTH OHIO (OH),
12610009,HMO ILLINOIS (IL),
12830001,HMO LOUISIANA/HMOLA (LA),
13050001,HMO MONTANA (MT),
12620006,HMSA65C MEDICARE DISCOUNT CARD,
12620008,HMSA FED PLAN 87/FEHB (HI),
12620004,HMSA QUEST (HI),
1060011,HNE BE HEALTHY (MA),
1060006,HNE MDCR BASIC ENHD RX (MA),
1060007,HNE MDCR BASIC RX (MA),
1060008,HNE MDCR FREEDOM (MA),
1060004,HNE MDCR PLUS ENHD RX (MA),
1060005,HNE MDCR PLUS RX (MA),
1060002,HNE MDCR PREMIUM RX ENHD (MA),
1060003,HNE MDCR PREMIUM RX (MA),
13990001,HNI CORPORATION,
28180001,HNTB CORP,
28670001,HOBBY LOBBY,
6300013,HO CHUNK NATION (WI),
12060001,HOFFMAN LA ROCHE INC,
26040001,HOFSTRA UNIVERSITY (NY),
42490001,HOLIDAY RETIREMENT,
35200001,HOLLAND AND KNIGHT LAW,
46010001,HOLT CAT (TX),
21470001,HOLY REDEEMER HEALTH SYSTEM (PA),
12710001,HOLY SPIRIT HEALTH SYSTEM (PA),
31850001,HOME SHOPPING NETWORK INC (FL),
4100001,HOMETOWN HEALTH PLAN (NV),
4109999,HOMETOWN HEALTH PLAN UNSPEC,
490002,HOMETOWN HLTH PLAN (OH),
4100002,HOMETOWN HLT PROV/PARTNERS (NV),
26120002,HONDA OF AMERICA,
26120001,HONDA OF AMERICA MFG INC (OH),
36530002,HONEST DISCOUNT CARD,
34780001,HONESTY RX CARD,
10380001,HONEYWELL,
26380001,HONORHEALTH (AZ),
7710013,HOOSIER RX (IN),
13670425,HORIZANT FTO/ARBOR PHARMA,
11630024,HORIZON CASUALTY SERVICES (NJ),
11630001,HORIZON HMO (NJ),
11630012,HORIZON MEDICARE D GENERAL (NJ),
11630004,HORIZON NJ HEALTH (NJ),
11630003,HORIZON PPO (NJ),
11630025,HORIZON PRESCRIPTION SVGS CARD,
34040001,HORMEL FOODS CORP,
8700022,HOSPICE OF FLORIDA SUNCOAST (FL),
8700004,HOSPICE OF MICHIGAN (MI),
8700014,HOSPICE OF NORTHWEST OHIO (OH),
8700021,HOSPICE OF PALM BEACH COUNTY(FL),
8700028,HOSPICE OF THE VNS (OH),
8709999,HOSPICES OF AMERICA UNSPEC,
24360001,HOSPIRA INC,
14260001,HOSPITAL CORPORATION OF AMERICA,
11220001,HOUSTON INDEPENDENT SCHL DST(TX),
34080001,HOUSTON METHODIST (TX),
33920001,HOWARD CNTY PUBLIC SCHOOLS (MD),
17500001,HOWARD REGIONAL HEALTH SYSTEM,
13560001,HOWARD UNIVERSITY (DC),
13560002,HOWARD UNIV STUDENT INS PLAN(DC),
1950002,HPSM CAREADVANTAGE (CA),
19610001,H R BLOCK,
12080001,HSBC USA INC,
16940001,HUBBELL INCORPORATED,
32740001,HUB INTERNATIONAL,
25940002,HUDSON/CHILD HEALTH PLUS (NY),
25940001,HUDSON/FAMILY HEALTH PLUS (NY),
25949999,HUDSON HEALTH PLAN UNSPECIFIED,
21400001,HUHTAMAKI AMERICAS,
120344,HUMANA/CAREPLS MED D GENERAL(FL),
120257,HUMANA CHOICE LOC PPO (GA),
120240,HUMANA CHOICE LOC PPO GAP (AZ),
120247,HUMANA CHOICE LOC PPO GAP (CO),
120317,HUMANA CHOICE LOC PPO (TX),
120251,HUMANA CHOICE LOC PPO ZERO (FL),
120250,HUMANA CHOICE REG PPO GAP (FL),
120286,HUMANA CHOICE REG PPO (MI),
120270,HUMANA CHOICE REG PPO ZERO (OH),
120314,HUMANA CHOICE REG PPO ZERO (TX),
120044,HUMANA EMPL HLTH (GA) GA PPO,
120040,HUMANA EMPL HLTH (GA) GEORGIA,
120028,HUMANA EMPL HLTH (WI) WI PPO,
120077,HUMANA ENHD (AL),
120080,HUMANA ENHD (AZ),
120086,HUMANA ENHD (CA),
120101,HUMANA ENHD (FL),
120110,HUMANA ENHD (IL),
120122,HUMANA ENHD (KY),
120128,HUMANA ENHD (MD),
120134,HUMANA ENHD (MI),
120137,HUMANA ENHD (MN),
120143,HUMANA ENHD (MO),
120164,HUMANA ENHD (NC),
120161,HUMANA ENHD (NY),
120170,HUMANA ENHD (OH),
120173,HUMANA ENHD (OK),
120176,HUMANA ENHD (OR),
120185,HUMANA ENHD (SC),
120194,HUMANA ENHD (TX),
120197,HUMANA ENHD (UT),
121013,HUMANA FAMILY (FL),
120234,HUMANA GOLD CHOICE PFFS (AL),
120242,HUMANA GOLD CHOICE PFFS (AR),
120237,HUMANA GOLD CHOICE PFFS (AZ),
120505,HUMANA GOLD CHOICE PFFS (DE),
120253,HUMANA GOLD CHOICE PFFS (GA),
120508,HUMANA GOLD CHOICE PFFS (HI),
120260,HUMANA GOLD CHOICE PFFS (IA),
120222,HUMANA GOLD CHOICE PFFS (IL),
120228,HUMANA GOLD CHOICE PFFS (IN),
120261,HUMANA GOLD CHOICE PFFS (KS),
120506,HUMANA GOLD CHOICE PFFS (MD),
120287,HUMANA GOLD CHOICE PFFS (MI),
120281,HUMANA GOLD CHOICE PFFS (MN),
120330,HUMANA GOLD CHOICE PFFS (MO),
120333,HUMANA GOLD CHOICE PFFS (MS),
120282,HUMANA GOLD CHOICE PFFS (MT),
120295,HUMANA GOLD CHOICE PFFS (NC),
120283,HUMANA GOLD CHOICE PFFS (ND),
120336,HUMANA GOLD CHOICE PFFS (NE),
120507,HUMANA GOLD CHOICE PFFS (NJ),
120271,HUMANA GOLD CHOICE PFFS (OH),
120302,HUMANA GOLD CHOICE PFFS (PA),
120309,HUMANA GOLD CHOICE PFFS (SC),
120312,HUMANA GOLD CHOICE PFFS (SD),
120315,HUMANA GOLD CHOICE PFFS (TX),
120318,HUMANA GOLD CHOICE PFFS (VA),
120324,HUMANA GOLD CHOICE PFFS (WI),
120323,HUMANA GOLD CHOICE PFFS (WV),
120246,HUMANA GOLD CHOICE PFFS ZERO(CO),
120298,HUMANA GOLD CHOICE PFFS ZERO(OK),
120072,HUMANA GOLD PLUS NO GAP (FL),
120307,HUMANA GOLD PLUS (PR),
120306,HUMANA GOLD PLUS SNP ZERO (PR),
120316,HUMANA GOLD PLUS (TX),
120252,HUMANA GOLD PLUS ZERO GAP(FL),
120279,HUMANA GOLD PLUS ZERO GAP(LA),
120220,HUMANA GOLD PLUS ZERO (IL),
120290,HUMANA GOLD PLUS ZERO (MO),
120071,HUMANA GOLD PLUS ZERO NO GAP(FL),
120016,HUMANA HLTH (AZ) PHOENIX,
120073,HUMANA HLTH-(CO) PPO,
120005,HUMANA HLTH-(FL) DAYTONA,
120019,HUMANA HLTH-(FL) JACKSONVILLE,
120045,HUMANA HLTH-(FL) TAMPA PPO,
120018,HUMANA HLTH-(IL) CHICAGO,
120054,HUMANA HLTH (IL) PPO,
120007,HUMANA HLTH-(KY),
120047,HUMANA HLTH-(KY) PPO,
120059,HUMANA HLTH-(MI) TROY PPO,
120011,HUMANA HLTH-(MO) KANSAS CITY,
120049,HUMANA HLTH-(MO) KS CITY PPO,
120035,HUMANA HLTH-(OH),
120032,HUMANA HLTH-(OH) PPO,
120042,HUMANA HLTH-(PR) PUERTO RICO,
120026,HUMANA HLTH-(WI) WISCONSIN,
120586,HUMANA (LA),
120328,HUMANA MED D GENERAL,
121007,HUMANA MED D GENERAL(AK),
120337,HUMANA MED D GENERAL(AL),
120339,HUMANA MED D GENERAL(AR),
120338,HUMANA MED D GENERAL(AZ),
120340,HUMANA MED D GENERAL(CA),
120341,HUMANA MED D GENERAL(CO),
120342,HUMANA MED D GENERAL(CT),
120380,HUMANA MED D GENERAL(DC),
120343,HUMANA MED D GENERAL(DE),
120345,HUMANA MED D GENERAL(GA),
120741,HUMANA MED D GENERAL(HI),
120349,HUMANA MED D GENERAL(IA),
120346,HUMANA MED D GENERAL(ID),
120347,HUMANA MED D GENERAL(IL),
120348,HUMANA MED D GENERAL(IN),
120350,HUMANA MED D GENERAL(KS),
120351,HUMANA MED D GENERAL(KY),
120352,HUMANA MED D GENERAL(LA),
120354,HUMANA MED D GENERAL(MA),
120353,HUMANA MED D GENERAL(MD),
121006,HUMANA MED D GENERAL(ME),
120355,HUMANA MED D GENERAL(MI),
120356,HUMANA MED D GENERAL(MN),
120358,HUMANA MED D GENERAL(MO),
120357,HUMANA MED D GENERAL(MS),
120359,HUMANA MED D GENERAL(MT),
120365,HUMANA MED D GENERAL(NC),
120366,HUMANA MED D GENERAL(ND),
120360,HUMANA MED D GENERAL(NE),
120742,HUMANA MED D GENERAL(NH),
120362,HUMANA MED D GENERAL(NJ),
120363,HUMANA MED D GENERAL(NM),
120361,HUMANA MED D GENERAL(NV),
120364,HUMANA MED D GENERAL(NY),
120367,HUMANA MED D GENERAL(OH),
120368,HUMANA MED D GENERAL(OK),
120369,HUMANA MED D GENERAL(OR),
120370,HUMANA MED D GENERAL(PA),
120490,HUMANA MED D GENERAL(PR),
120371,HUMANA MED D GENERAL(RI),
120372,HUMANA MED D GENERAL(SC),
120373,HUMANA MED D GENERAL(SD),
120374,HUMANA MED D GENERAL(TN),
120375,HUMANA MED D GENERAL(TX),
120376,HUMANA MED D GENERAL(UT),
120378,HUMANA MED D GENERAL(VA),
120377,HUMANA MED D GENERAL(VT),
120379,HUMANA MED D GENERAL(WA),
120382,HUMANA MED D GENERAL(WI),
120381,HUMANA MED D GENERAL(WV),
120383,HUMANA MED D GENERAL(WY),
120004,HUMANA MEDICAL PLAN (FL) ORLANDO,
120002,HUMANA MEDICAL PLAN (FL) S FL,
120003,HUMANA MEDICAL PLAN-(FL) TAMPA,
120329,HUMANA MEDICARE ADV GNRL,
120520,HUMANA MEDICARE ADV GNRL (AK),
120384,HUMANA MEDICARE ADV GNRL (AL),
120386,HUMANA MEDICARE ADV GNRL (AR),
120385,HUMANA MEDICARE ADV GNRL (AZ),
120521,HUMANA MEDICARE ADV GNRL (CA),
120387,HUMANA MEDICARE ADV GNRL (CO),
120522,HUMANA MEDICARE ADV GNRL (CT),
121145,HUMANA MEDICARE ADV GNRL (DE),
120388,HUMANA MEDICARE ADV GNRL (FL),
120389,HUMANA MEDICARE ADV GNRL (GA),
120683,HUMANA MEDICARE ADV GNRL (HI),
120679,HUMANA MEDICARE ADV GNRL (IA),
120390,HUMANA MEDICARE ADV GNRL (ID),
120391,HUMANA MEDICARE ADV GNRL (IL),
120392,HUMANA MEDICARE ADV GNRL (IN),
120394,HUMANA MEDICARE ADV GNRL (KS),
120395,HUMANA MEDICARE ADV GNRL (KY),
120396,HUMANA MEDICARE ADV GNRL (LA),
120523,HUMANA MEDICARE ADV GNRL (MA),
120524,HUMANA MEDICARE ADV GNRL (ME),
120397,HUMANA MEDICARE ADV GNRL (MI),
120680,HUMANA MEDICARE ADV GNRL (MN),
120400,HUMANA MEDICARE ADV GNRL (MO),
120399,HUMANA MEDICARE ADV GNRL (MS),
121146,HUMANA MEDICARE ADV GNRL (MT),
120405,HUMANA MEDICARE ADV GNRL (NC),
120681,HUMANA MEDICARE ADV GNRL (ND),
120684,HUMANA MEDICARE ADV GNRL (NE),
120525,HUMANA MEDICARE ADV GNRL (NH),
120404,HUMANA MEDICARE ADV GNRL (NM),
120402,HUMANA MEDICARE ADV GNRL (NV),
120526,HUMANA MEDICARE ADV GNRL (NY),
120407,HUMANA MEDICARE ADV GNRL (OH),
120408,HUMANA MEDICARE ADV GNRL (OK),
120527,HUMANA MEDICARE ADV GNRL (OR),
120409,HUMANA MEDICARE ADV GNRL (PA),
120410,HUMANA MEDICARE ADV GNRL (PR),
120528,HUMANA MEDICARE ADV GNRL (RI),
120411,HUMANA MEDICARE ADV GNRL (SC),
120682,HUMANA MEDICARE ADV GNRL (SD),
120413,HUMANA MEDICARE ADV GNRL (TN),
120414,HUMANA MEDICARE ADV GNRL (TX),
120415,HUMANA MEDICARE ADV GNRL (UT),
120416,HUMANA MEDICARE ADV GNRL (VA),
120529,HUMANA MEDICARE ADV GNRL (VT),
120530,HUMANA MEDICARE ADV GNRL (WA),
120418,HUMANA MEDICARE ADV GNRL (WI),
120417,HUMANA MEDICARE ADV GNRL (WV),
120509,HUMANA MEDICARE ADV GNRL (WY),
120421,HUMANA MEDICARE PDP GENERAL,
120531,HUMANA MEDICARE PDP GENERAL (AK),
120427,HUMANA MEDICARE PDP GENERAL (AL),
120428,HUMANA MEDICARE PDP GENERAL (AR),
120429,HUMANA MEDICARE PDP GENERAL (AZ),
120430,HUMANA MEDICARE PDP GENERAL (CA),
120431,HUMANA MEDICARE PDP GENERAL (CO),
120432,HUMANA MEDICARE PDP GENERAL (CT),
120433,HUMANA MEDICARE PDP GENERAL (DC),
120434,HUMANA MEDICARE PDP GENERAL (DE),
120435,HUMANA MEDICARE PDP GENERAL (FL),
120436,HUMANA MEDICARE PDP GENERAL (GA),
120532,HUMANA MEDICARE PDP GENERAL (HI),
120437,HUMANA MEDICARE PDP GENERAL (IA),
120438,HUMANA MEDICARE PDP GENERAL (ID),
120439,HUMANA MEDICARE PDP GENERAL (IL),
120440,HUMANA MEDICARE PDP GENERAL (IN),
120441,HUMANA MEDICARE PDP GENERAL (KS),
120442,HUMANA MEDICARE PDP GENERAL (KY),
120443,HUMANA MEDICARE PDP GENERAL (LA),
120444,HUMANA MEDICARE PDP GENERAL (MA),
120445,HUMANA MEDICARE PDP GENERAL (MD),
120533,HUMANA MEDICARE PDP GENERAL (ME),
120446,HUMANA MEDICARE PDP GENERAL (MI),
120448,HUMANA MEDICARE PDP GENERAL (MO),
120449,HUMANA MEDICARE PDP GENERAL (MS),
120450,HUMANA MEDICARE PDP GENERAL (MT),
120451,HUMANA MEDICARE PDP GENERAL (NC),
120452,HUMANA MEDICARE PDP GENERAL (ND),
120453,HUMANA MEDICARE PDP GENERAL (NE),
120534,HUMANA MEDICARE PDP GENERAL (NH),
120454,HUMANA MEDICARE PDP GENERAL (NJ),
120455,HUMANA MEDICARE PDP GENERAL (NM),
120456,HUMANA MEDICARE PDP GENERAL (NV),
120473,HUMANA MEDICARE PDP GENERAL (NY),
120457,HUMANA MEDICARE PDP GENERAL (OH),
120458,HUMANA MEDICARE PDP GENERAL (OK),
120459,HUMANA MEDICARE PDP GENERAL (OR),
120460,HUMANA MEDICARE PDP GENERAL (PA),
120535,HUMANA MEDICARE PDP GENERAL (PR),
120461,HUMANA MEDICARE PDP GENERAL (RI),
120462,HUMANA MEDICARE PDP GENERAL (SC),
120463,HUMANA MEDICARE PDP GENERAL (SD),
120464,HUMANA MEDICARE PDP GENERAL (TN),
120465,HUMANA MEDICARE PDP GENERAL (TX),
120466,HUMANA MEDICARE PDP GENERAL (UT),
120467,HUMANA MEDICARE PDP GENERAL (VA),
120468,HUMANA MEDICARE PDP GENERAL (VT),
120469,HUMANA MEDICARE PDP GENERAL (WA),
120470,HUMANA MEDICARE PDP GENERAL (WI),
120471,HUMANA MEDICARE PDP GENERAL (WV),
120472,HUMANA MEDICARE PDP GENERAL (WY),
121132,HUMANA MED SNP GNRL,
121133,HUMANA MED SNP GNRL (FL),
121134,HUMANA MED SNP GNRL (GA),
121135,HUMANA MED SNP GNRL (IN),
121136,HUMANA MED SNP GNRL (KY),
121137,HUMANA MED SNP GNRL (LA),
121138,HUMANA MED SNP GNRL (MO),
121139,HUMANA MED SNP GNRL (MS),
121140,HUMANA MED SNP GNRL (NC),
121141,HUMANA MED SNP GNRL (NV),
121142,HUMANA MED SNP GNRL (OH),
121143,HUMANA MED SNP GNRL (TX),
121144,HUMANA MED SNP GNRL (VA),
120538,HUMANA MI SALUD-CRK (PR),
120540,HUMANA MI SALUD-MC21 (PR),
120078,HUMANA PDP COMPLETE (AL),
120081,HUMANA PDP COMPLETE (AZ),
120087,HUMANA PDP COMPLETE (CA),
120096,HUMANA PDP COMPLETE (DC),
120102,HUMANA PDP COMPLETE (FL),
120105,HUMANA PDP COMPLETE (GA),
120423,HUMANA PDP COMPLETE GENERAL,
120484,HUMANA PDP COMPLETE (HI),
120117,HUMANA PDP COMPLETE (IA),
120108,HUMANA PDP COMPLETE (ID),
120111,HUMANA PDP COMPLETE (IL),
120120,HUMANA PDP COMPLETE (KS),
120123,HUMANA PDP COMPLETE (KY),
120126,HUMANA PDP COMPLETE (LA),
120129,HUMANA PDP COMPLETE (MD),
120135,HUMANA PDP COMPLETE (MI),
120144,HUMANA PDP COMPLETE (MO),
120141,HUMANA PDP COMPLETE (MS),
120150,HUMANA PDP COMPLETE (NE),
120156,HUMANA PDP COMPLETE (NJ),
120153,HUMANA PDP COMPLETE (NV),
120162,HUMANA PDP COMPLETE (NY),
120171,HUMANA PDP COMPLETE (OH),
120174,HUMANA PDP COMPLETE (OK),
120177,HUMANA PDP COMPLETE (OR),
120180,HUMANA PDP COMPLETE (PA),
120186,HUMANA PDP COMPLETE (SC),
120192,HUMANA PDP COMPLETE (TN),
120195,HUMANA PDP COMPLETE (TX),
120204,HUMANA PDP COMPLETE (VA),
120207,HUMANA PDP COMPLETE (WA),
120213,HUMANA PDP COMPLETE (WI),
120085,HUMANA PDP STANDARD (CA),
120094,HUMANA PDP STANDARD (DC),
120100,HUMANA PDP STANDARD (FL),
120103,HUMANA PDP STANDARD (GA),
120109,HUMANA PDP STANDARD (IL),
120118,HUMANA PDP STANDARD (KS),
120127,HUMANA PDP STANDARD (MD),
120151,HUMANA PDP STANDARD (NV),
120178,HUMANA PDP STANDARD (PA),
120184,HUMANA PDP STANDARD (SC),
120190,HUMANA PDP STANDARD (TN),
120425,HUMANA PDP WALMART PRFD GENERAL,
120082,HUMANA PRFD RX (AR),
120112,HUMANA PRFD RX (IN),
120121,HUMANA PRFD RX (KY),
120133,HUMANA PRFD RX (MI),
120142,HUMANA PRFD RX (MO),
120139,HUMANA PRFD RX (MS),
120163,HUMANA PRFD RX (NC),
120160,HUMANA PRFD RX (NY),
120169,HUMANA PRFD RX (OH),
120196,HUMANA PRFD RX (UT),
120202,HUMANA PRFD RX (VA),
120065,HUMANA (TN) MEMPHIS PPO,
120041,HUMANA-(TX) AUSTIN,
120014,HUMANA-(TX) CORPUS CHRISTI,
120043,HUMANA (TX) CORPUS CHRISTI PPO,
120063,HUMANA-(TX) DALLAS PPO,
120025,HUMANA-(TX) HOUSTON,
120013,HUMANA-(TX) SAN ANTONIO,
129999,HUMANA-UNSPECIFIED,
27610001,HUMBLE INDEPENDENT SCH DIST (TX),
29050001,HUMBOLDT GENERAL HOSP (NV),
13670126,HUMIRA/ABBVIE,
17280001,HUNTINGTON BANCSHARES INC,
32900001,HUNTINGTON HOSPITAL (CA),
37990001,HUNTINGTON INGALLS INDUSTRIES,
25170001,HUNT INSURANCE GROUP,
33790001,HURLEY MEDICAL CTR (MI),
30570001,HURRICANE GUSTAV EPAP (LA),
30570004,HURRICANE HARVEY EPAP (TX),
30570002,HURRICANE IKE EPAP (TX),
30570005,HURRICANE IRMA EPAP (FL),
30570003,HURRICANE SANDY EPAP,
21970001,HUTCHINSON TECHNOLOGY,
8730001,HYATT CORPORATION,
22810001,HY-VEE,
6280012,IABSORIW IRONWORKERS,
6280142,IABSORIW IRONWORKERS TRUST (CA),
6280044,IABSORIW LOCAL 25 (MI),
6280248,IABSORIW NORTHWEST IRONWORKERS,
6280300,IABSORIW TRISTATE WELFARE (IL),
25900001,IAC/INTERACTIVE CORP,
6280422,IAFF LOCAL 1403 (FL),
6280238,IAFF LOCAL 854 (NY),
6280049,IAFF LOCAL 94 (NY),
6280078,IAHFIAW LOCAL 25 (MI),
6280276,IAMAW NATIONAL IAM BENEFIT TRUST,
23760001,IASIS HEALTHCARE,
6280209,IATSE NATIONAL HLTH WELFARE,
200541,IBA HLTH PLANS (MI),
6280016,IBB BOILERMAKERS,
11620005,IBC/AMERIHEALTH MEDICARE,
11620113,IBC HIX GNRL,
11620001,IBC KEYSTONE HP EAST HMO (PA),
11620021,IBC MED ADV GENERAL,
11620034,IBC MED ADV GENERAL (NJ),
11620033,IBC MED ADV GENERAL (PA),
11620003,IBC PERSONAL CHOICE PPO (PA),
11629999,IBC UNSPECIFIED,
6280129,IBEW 4TH DISTRICT HEALTH FUND,
6280131,IBEW 8TH DISTRICT,
6280009,IBEW ELECTRICAL WORKERS,
6280066,IBEW LINE CONSTRUCTION (IL),
6280065,IBEW LOCAL 102,
6280149,IBEW LOCAL 117 (IL),
6280435,IBEW LOCAL 1186 (HI),
6280150,IBEW LOCAL 125,
6280082,IBEW LOCAL 126 (PA),
6280329,IBEW LOCAL 143 (PA),
6280282,IBEW LOCAL 1464 (MO),
